url,chunk,source_doc_index
https://iti.gov.eg/home,". The platform bridges the gap between technical skills and online job opportunities through: Freelancing market insights, presented by top Arabic experts.",0
https://iti.gov.eg/home,Success stories of freelancers from diverse educational backgrounds.,0
https://iti.gov.eg/home,"Networking with freelancing platforms and tailored sessions on starting an online career. for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges",0
https://iti.gov.eg/home,". It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative",0
https://iti.gov.eg/home,"A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):
ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.",0
https://iti.gov.eg/home,"Supportive : LTE Networks Engineering, Software Testing, AI & Machine Learning, Industrial Automation, IoT Applications and Android Automotive. Mahara-TechMahara-Tech, an online platform by ITI (Information Technology Institute), offers high-quality tech training for Arabic speakers. It provides specialized courses in high-demand ICT fields, including cybersecurity, data analysis, programming (Java/Open Source/.Net), cloud computing, IoT, embedded systems, and quality assurance & testing",0
https://iti.gov.eg/home,". The platform bridges the gap between technical skills and online job opportunities through: Freelancing market insights, presented by top Arabic experts.",0
https://iti.gov.eg/home,Success stories of freelancers from diverse educational backgrounds.,0
https://iti.gov.eg/home,"Networking with freelancing platforms and tailored sessions on starting an online career. for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges",0
https://iti.gov.eg/home,". It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative",0
https://iti.gov.eg/home,"A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):
ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.",0
https://iti.gov.eg/home,"Supportive : LTE Networks Engineering, Software Testing, AI & Machine Learning, Industrial Automation, IoT Applications and Android Automotive. Mahara-TechMahara-Tech, an online platform by ITI (Information Technology Institute), offers high-quality tech training for Arabic speakers. It provides specialized courses in high-demand ICT fields, including cybersecurity, data analysis, programming (Java/Open Source/.Net), cloud computing, IoT, embedded systems, and quality assurance & testing",0
https://iti.gov.eg/home,". The platform bridges the gap between technical skills and online job opportunities through: Freelancing market insights, presented by top Arabic experts.",0
https://iti.gov.eg/home,"Success stories of freelancers from diverse educational backgrounds.
Networking with freelancing platforms and tailored sessions on starting an online career.",0
https://iti.gov.eg/home,"Mahara-Tech serves as a comprehensive gateway for digital learning and career advancement in the tech industry. FreelancingFreelancingThe Work from Initiative, offered by the Information Technology Institute (ITI), is dedicated to empowering individuals to embrace freelancing and remote work opportunities. At the heart of our mission are four foundational pillars: Training, Mentorship, Inspiration, and Career, each designed to support you from the initial stages of your freelancing journey to long-term professional growth",0
https://iti.gov.eg/home,". Military Training InitiativeThe Armed Forces Information Systems Department has signed a cooperation protocol with the Information Technology Institute (ITI), affiliated with the Ministry of Communications and Information Technology, to qualify conscripts for the labor market through partnerships with specialized companies in the field of information technology. This initiative is the first of its kind, offering a professional training scholarship that is counted within the conscription period",0
https://iti.gov.eg/home,". The training duration ranges from 4 to 9 months as part of the institute’s training , aiming to equip conscripts with in-demand skills in the field of information technology. The Egyptian Tax Authority The ITI Talent SummitThe ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange",0
https://iti.gov.eg/home,". The Armed ForcesThe Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts. ITI Tech-Law CeremonyDr",0
https://iti.gov.eg/home,". ITI Tech-Law CeremonyDr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines",0
https://iti.gov.eg/home,". Professional Training Scholarships – (9 –month )The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". Intensive Code Camps – (4 month)Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Early Career Build Up (Summer Training)Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges",0
https://iti.gov.eg/home,". It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative",0
https://iti.gov.eg/home,"A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):
ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.",0
https://iti.gov.eg/home,"Supportive : LTE Networks Engineering, Software Testing, AI & Machine Learning, Industrial Automation, IoT Applications and Android Automotive. Mahara-TechMahara-Tech, an online platform by ITI (Information Technology Institute), offers high-quality tech training for Arabic speakers. It provides specialized courses in high-demand ICT fields, including cybersecurity, data analysis, programming (Java/Open Source/.Net), cloud computing, IoT, embedded systems, and quality assurance & testing",0
https://iti.gov.eg/home,". The platform bridges the gap between technical skills and online job opportunities through: Freelancing market insights, presented by top Arabic experts.",0
https://iti.gov.eg/home,"Success stories of freelancers from diverse educational backgrounds.
Networking with freelancing platforms and tailored sessions on starting an online career.",0
https://iti.gov.eg/home,"Mahara-Tech serves as a comprehensive gateway for digital learning and career advancement in the tech industry. FreelancingFreelancingThe Work from Initiative, offered by the Information Technology Institute (ITI), is dedicated to empowering individuals to embrace freelancing and remote work opportunities. At the heart of our mission are four foundational pillars: Training, Mentorship, Inspiration, and Career, each designed to support you from the initial stages of your freelancing journey to long-term professional growth",0
https://iti.gov.eg/home,". Military Training InitiativeThe Armed Forces Information Systems Department has signed a cooperation protocol with the Information Technology Institute (ITI), affiliated with the Ministry of Communications and Information Technology, to qualify conscripts for the labor market through partnerships with specialized companies in the field of information technology. This initiative is the first of its kind, offering a professional training scholarship that is counted within the conscription period",0
https://iti.gov.eg/home,". The training duration ranges from 4 to 9 months as part of the institute’s training , aiming to equip conscripts with in-demand skills in the field of information technology. The Egyptian Tax Authority The ITI Talent SummitThe ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange",0
https://iti.gov.eg/home,". The ITI Talent SummitThe ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange. The ITI Talent SummitThe ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange",0
https://iti.gov.eg/home,". The ITI Talent Summit The ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange. The ITI Talent Summit is a premier event connecting industry needs with Egypt’s future tech professionals. Under the theme “Where Bright Minds Meet Future Opportunities” it brings together local and global organizations for collaboration, talent access, and knowledge exchange",0
https://iti.gov.eg/home,". The Armed ForcesThe Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts",0
https://iti.gov.eg/home,". The Armed ForcesThe Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts",0
https://iti.gov.eg/home,". The Armed ForcesThe Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts",0
https://iti.gov.eg/home,". The Armed Forces The Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts",0
https://iti.gov.eg/home,". The Armed Forces, in cooperation with the Ministry of Communications and Information Technology, organized a meeting for a number of conscripts in the Armed Forces who are graduates of engineering faculties (Computer Engineering specialization) and faculties of computer and information sciences. The meeting aimed to introduce the ITI (Information Technology Institute) initiative for training conscripts. ITI Tech-Law CeremonyDr",0
https://iti.gov.eg/home,". ITI Tech-Law CeremonyDr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines",0
https://iti.gov.eg/home,". ITI Tech-Law CeremonyDr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines",0
https://iti.gov.eg/home,". ITI Tech-Law CeremonyDr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines",0
https://iti.gov.eg/home,". ITI Tech-Law Ceremony Dr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines. Dr",0
https://iti.gov.eg/home,". Dr. Amr Talaat, Minister of Communications and Information Technology, attended the graduation ceremony of the first cohort of the ""ITI Tech-Law"" program in Law and Technology. He also inaugurated the official launch of the program’s digital version on the Information Technology Institute’s online platform ""MaharaTech"". The event took place at the ITI headquarters in Smart Village, in line with the state’s efforts to build digital capacities across various societal segments and to promote the integration of modern technologies into different disciplines",0
https://iti.gov.eg/home,". Professional Training Scholarships – (9 –month )The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". Professional Training Scholarships – (9 –month )The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". Professional Training Scholarships – (9 –month )The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". Professional Training Scholarships – (9 –month ) The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". The program offers a full scholarship to Egyptian university graduates within five years of graduation, aiming at bridge the skills gap between talent supply and market demands. It collaborates with industry partners to provide over 32 specialized tracks, selecting candidates through a rigorous process with a 10% acceptance rate. Delivered in a hybrid model, the program focuses on creating passionate, committed, and resilient leaders in the ICT sector",0
https://iti.gov.eg/home,". Intensive Code Camps – (4 month)Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Intensive Code Camps – (4 month)Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Intensive Code Camps – (4 month)Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Intensive Code Camps – (4 month) Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Intensive Code Camp (ICC) program provides a wide range of different tracks that are aligned with the Egyptian governorates’ local identity as well as the relative market needs such as Textile Design in Mahalla, 3D Furniture Design in Damietta, Solar Power in Siwa, Web Development for Tourism in Aswan, Digital Marketing and e-Content in Hurghada and many more. ICC is implemented in collaboration with the governorates training centers to capitalize on the existing infrastructure and reach out youth in rural areas",0
https://iti.gov.eg/home,". Early Career Build Up (Summer Training)Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets",0
https://iti.gov.eg/home,". Early Career Build Up (Summer Training)Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets",0
https://iti.gov.eg/home,". Early Career Build Up (Summer Training)Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets",0
https://iti.gov.eg/home,". Early Career Build Up (Summer Training) Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets",0
https://iti.gov.eg/home,". Developing human cadres and providing specialized consultation for individuals and entities in the ICT domain, ITI Early Career Build Up Program was initiated in 2019 as one of the most ambitious that inspires Egyptian youth to deepen their technological knowledge and shape their careers in the competitive ICT markets. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Young Talent for Future Technologies (Junior Training)The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Young Talent for Future Technologies (Junior Training) The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. The ITI camps aim at building the computational thinking skills starting age group 10 years old",0
https://iti.gov.eg/home,". Mind- Junior camps chose to nature exploration, promote problem solving and embrace logical thinking and creativity with special focus on building the ICT specializations such as Cyber Security, Embedded Systems, Digital Arts and Game Development in preparation for tomorrow’s jobs. Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges",0
https://iti.gov.eg/home,". It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges. It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector",0
https://iti.gov.eg/home,". Tech-LawThe Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges. It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. Tech-Law The Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges",0
https://iti.gov.eg/home,". It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector. The Tech-Law Track is aimed at law graduates to keep up with technological developments and challenges. It equips and empowers lawyers with a strong foundation in technology-related legal matters, to effectively navigate the evolving legal landscape in the digital era and provide valuable legal to clients operating in the technology sector",0
https://iti.gov.eg/home,. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative,0
https://iti.gov.eg/home,"A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):
ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.",0
https://iti.gov.eg/home,"Supportive : LTE Networks Engineering, Software Testing, AI & Machine Learning, Industrial Automation, IoT Applications and Android Automotive. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative
A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):",0
https://iti.gov.eg/home,"ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.
Supportive : LTE Networks Engineering, Software Testing, AI & Machine Learning, Industrial Automation, IoT Applications and Android Automotive. Egypt Makes Electronicsthe Egypt Makes Electronics (EME) Initiative",0
https://iti.gov.eg/home,"A presidential initiative aimed at boosting the electronics industry as a key driver of economic growth, under the supervision of the Ministry of Communications and Information Technology. Role of the Information Technology Institute (ITI):
ITI provides specialized training in: Core Engineering Specializations: Embedded Systems, Cybersecurity, E-Mobility, Digital & Analog IC Design & Verification.",0
